Title,Link,Organization,Instructor,Skills,Ratings,Review counts,Cost,Enrolled,Level,Cerification,Completion Time,,Decription
Value Chain Management,https://www.coursera.org/specializations/value-chain-management,University of Illinois at Urbana-Champaign,"Gary Hecht, Ph.D."," Leadership and Management, Accounting, Management Accounting, Account Management, Cost Accounting, Decision Making, Financial Accounting, Financial Analysis, Marketing Management, Marketing, Media Strategy & Planning, Financial Management, Strategy, General Accounting, Brand Management, Market Research, Planning, Budget Management, Communication, Product Management, Market Analysis, Design and Product, Probability Distribution, Advertising Sales, Business Research, Probability & Statistics, Product Marketing, Operations Management",4.7,2685,Free,0,Intermediate,Specialization,3 - 6 Months,,"Lean Manufacturing,Program Management,Six Sigma,Process Control,Market Analysis,Marketing,Marketing Strategy,Marketing Mix,Process Analytics,Supply Chain,Inventory,Operations Strategy,Management Accounting,Cost Accounting,Activity Based Costing,Cost,Marketing Plan,Marketing Management,Writing,Accounting,Investment,Analysis Of Variance (ANOVA),View all skills,"
Introduction to Engineering Mechanics,https://www.coursera.org/learn/engineering-mechanics-statics,Georgia Institute of Technology,,,4.8,,Free,0,Mixed,Course,3 - 6 Months,,
Fundraising and Development,https://www.coursera.org/specializations/fundraising-development,"University of California, Davis",Brian Casey," Planning, Strategy, Communication, Marketing, Leadership and Management, Organizational Development, Prospecting and Qualification, Strategy and Operations, Decision Making, People Development, Taxes",4.6,297,Free,13259,Beginner,Specialization,3 - 6 Months,,"Fundraising,"
Nuts and Bolts of U.S. Immigration Law,https://www.coursera.org/learn/us-immigration-law,University of Pennsylvania,,,4.9,,Free,0,Intermediate,Course,3 - 6 Months,,
Rust Programming,https://www.coursera.org/specializations/rust-programming,Duke University,Noah Gift," Computer Programming, DevOps, Machine Learning, Python Programming, Software Testing, System Programming",4.2,47,Free,2726,Beginner,Specialization,3 - 6 Months,,"Computer Programming,Rust (Programming Language),Cargo,Information Engineering,Cloud Computing,Command-Line Interface,Polars,Devops,AWS Lambda,Natural Language Processing,AI pair programming,serverless,View all skills,"
Social Media Marketing in Practice,https://www.coursera.org/specializations/social-media-marketing-practice,Digital Marketing Institute,Cathal Melinn," Marketing, Communication, Digital Marketing, Social Media, Strategy, Media Strategy & Planning, Brand Management, Advertising, Strategy and Operations, Leadership and Management, Influencing, Marketing Management, Problem Solving",4.5,280,Free,18248,Beginner,Specialization,3 - 6 Months,,"Build a personal brand on LinkedIn,Use social selling tactics to connect and engage with prospects,Use LinkedIn Campaign Manager to optimize B2B advertising campaigns,Set up a YouTube channel,Use Ads Manager to create and optimize Twitter ads,Build and sustain a social media community,Share and promote social content,Set up a social media experience for a business,Choose social media platforms and tools,Plan a social media advertising strategy,Digital Strategy,Social Media Marketing,Content Marketing,Digital Marketing,Digital transformation,Uncover campaign insights using native Facebook and Snapchat analytics tools,Use Snapchat Ad Manager to set up and optimize SnapAds,Set up advertising on Snapchat,Set up advertising on Facebook and Instagram,Use Facebook Ads Manager to create and optimize ad campaigns,View all skills,"
Java FullStack Developer,https://www.coursera.org/specializations/java-fullstack,Board Infinity ,Board Infinity," Algorithms, Computer Programming, Java Programming, Javascript, Web Development",4.4,137,Free,8925,Intermediate,Specialization,3 - 6 Months,,"Master Java fundamentals, object-oriented programming, data structures, and algorithms to write effective, efficient code. ,Master Java fundamentals, object-oriented programming, data structures, and algorithms to write effective, efficient code. ,Leverage Angular for front-end web development. Acquire skills to design, develop, and deploy complex, dynamic, and responsive web applications.,Leverage Angular for front-end web development. Acquire skills to design, develop, and deploy complex, dynamic, and responsive web applications.,Delve into building robust and scalable backend systems using Spring and Spring Boot. Learn how to develop RESTful web services.,Delve into building robust and scalable backend systems using Spring and Spring Boot. Learn how to develop RESTful web services.,Benefit from hands-on learning, applying skills to real-world scenarios to create, integrate, and deploy cloud-ready applications. ,Benefit from hands-on learning, applying skills to real-world scenarios to create, integrate, and deploy cloud-ready applications. ,"
Introduction to Finance: The Basics,https://www.coursera.org/learn/introduction-to-finance-the-basics,University of Illinois at Urbana-Champaign,," Accounting, Finance, Financial Analysis, Financial Management, Cash Management, Financial Accounting, Leadership and Management, Investment Management, Management Accounting, Taxes",4.7,,Free,0,Beginner,Course,3 - 6 Months,,"Build a financial knowledge base by understanding essential topics in modern finance. ,Build a financial knowledge base by understanding essential topics in modern finance. ,Develop an understanding of the issues managers must consider when making financial decisions.,Develop an understanding of the issues managers must consider when making financial decisions.,Be ready to conduct analysis using information from financial statements.,Be ready to conduct analysis using information from financial statements.,Understand and apply the time value of money in order to value financial and real asset investments and to make investment decisions.,Understand and apply the time value of money in order to value financial and real asset investments and to make investment decisions.,"
Mathematics for Machine Learning: Linear Algebra,https://www.coursera.org/learn/linear-algebra-machine-learning,Imperial College London,David Dye," Algebra, Linear Algebra, Mathematics, Python Programming, Computer Programming, Machine Learning Algorithms, Problem Solving, Algorithms, Computer Programming Tools, Machine Learning",4.7,11947,Free,371735,Beginner,Course,3 - 6 Months,,"Eigenvalues And Eigenvectors,Basis (Linear Algebra),Transformation Matrix,Linear Algebra,"
Data Analysis and Visualization with Power BI,https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi,Microsoft, Microsoft," Data Analysis, Data Model, Data Visualization, Power BI",4.7,191,Free,23922,Beginner,Course,3 - 6 Months,,"How to add visualizations to reports and dashboards. ,How to add visualizations to reports and dashboards. ,How to design accessible reports and dashboards.,How to design accessible reports and dashboards.,How to use visualizations to perform data analysis. ,How to use visualizations to perform data analysis. ,"
